State,Year,Region_Type,Is_Coastal,Time_Trend_Index,Decade,Post_Liberalization,Post_2000_Infrastructure_Acceleration,Post_2010_Climate_Risk_Intensification,GDP_Growth_Rate,GSDP_Constant_Price,GSDP_Current_Price,Per_Capita_Income,Industrial_Output_Index,Services_Share,Agriculture_Share,Manufacturing_Share,Trade_Connectivity_Index,Export_Intensity,Tourism_Revenue_Index,FDI_Attractiveness_Index,Road_Density,Rail_Density,Port_Access_Index,Logistics_Connectivity_Index,Urbanization_Rate,Electricity_Access_Rate,Internet_Penetration_Rate,Infrastructure_Composite_Index,Literacy_Rate,Higher_Education_Enrollment,Health_Index,Labor_Force_Participation,Unemployment_Rate,Flood_Risk_Index,Cyclone_Exposure_Index,Drought_Risk_Index,Heat_Stress_Index,Coastal_Erosion_Risk,Land_Submergence_Risk_Index,Sea_Level_Rise_Exposure,Annual_Disaster_Loss_Rate,Climate_Vulnerability_Index,Ease_of_Doing_Business_Proxy,Policy_Reform_Index,Public_Capital_Expenditure_Index,GDP_Growth_Smoothed_3Y,Economic_Resilience_Index,Economic_Resilience_Class,Coastal_Trade_Interaction,Coastal_Climate_Interaction
Kerala,1986,Coastal,1,7,1980s,0,0,0,4.76,13233.87,14017.23,5000.0,59.31,56.0,15.66,20.7,60.95,29.22,39.71,44.42,66.67,51.97,65.32,63.57,52.19,74.8,0.0,62.79,66.07,21.73,67.4,55.44,8.48,41.52,42.13,26.41,28.38,25.62,27.16,28.34,1.96,33.29,51.35,30.87,39.27,5.94,24.7,Low,60.95,33.29
Kerala,1987,Coastal,1,8,1980s,0,0,0,5.99,14026.23,14880.18,5000.0,64.18,51.34,17.0,21.16,63.99,29.01,38.17,44.42,74.34,48.91,66.58,65.92,52.04,77.86,0.0,64.86,69.67,23.49,68.8,53.69,8.41,44.61,38.22,22.57,26.96,29.24,28.58,30.42,2.31,33.34,49.72,31.15,39.49,5.726666666666667,26.11,Low,63.99,33.34
Kerala,1988,Coastal,1,9,1980s,0,0,0,4.77,14695.51,15523.71,5000.0,63.27,54.22,15.48,22.21,60.34,29.0,38.05,44.47,71.2,52.37,64.47,66.63,48.87,72.21,6.56,63.12,66.12,21.97,68.14,51.21,8.56,46.29,36.11,21.44,25.49,29.8,28.05,29.17,2.22,32.91,55.62,35.61,39.93,5.173333333333333,24.59,Low,60.34,32.91
Kerala,1989,Coastal,1,10,1980s,0,0,0,6.87,15705.44,16495.9,5000.0,60.32,54.73,14.72,23.74,65.44,28.98,40.76,45.77,71.69,54.63,65.76,68.69,48.61,73.07,0.75,64.22,69.52,26.26,66.95,51.99,9.64,43.51,35.32,25.39,25.8,26.67,23.99,31.82,2.09,32.19,50.67,33.8,37.91,5.876666666666666,26.39,Low,65.44,32.19
Kerala,1990,Coastal,1,11,1990s,0,0,0,5.96,16640.87,17456.5,5000.0,60.9,56.29,15.52,24.14,62.73,30.02,37.91,45.33,73.22,52.29,61.81,65.22,52.08,73.18,0.0,63.41,72.04,25.45,66.88,52.34,7.98,44.61,39.48,24.3,30.48,26.37,28.8,32.91,2.08,34.2,52.38,26.8,38.17,5.866666666666667,24.66,Low,62.73,34.2
Kerala,1991,Coastal,1,12,1990s,1,0,0,7.02,17809.18,18627.03,5000.0,61.42,53.13,14.04,23.27,68.33,31.7,38.75,47.42,75.01,54.68,63.98,63.14,50.81,70.48,1.67,63.44,68.98,26.53,65.47,52.96,7.29,39.99,36.84,27.39,28.56,28.25,25.04,27.66,2.0,32.19,55.24,41.62,43.11,6.616666666666667,32.2,Medium,68.33,32.19
Kerala,1992,Coastal,1,13,1990s,1,0,0,7.07,19068.01,20222.32,5000.0,64.39,54.54,14.26,22.42,67.72,30.83,35.57,52.42,75.81,50.62,65.6,65.81,53.11,71.38,0.0,64.3,69.31,26.48,73.0,53.43,7.39,42.8,41.84,25.62,28.63,29.92,27.13,28.15,2.21,33.96,56.43,46.4,41.71,6.683333333333333,33.56,Medium,67.72,33.96
Kerala,1993,Coastal,1,14,1990s,1,0,0,7.79,20552.82,21924.49,5000.0,59.57,56.7,11.88,24.21,67.14,38.21,40.43,47.82,77.37,56.95,68.25,63.82,51.54,76.17,0.0,66.11,73.8,26.0,62.93,54.11,8.45,41.85,38.46,27.01,33.17,28.57,25.12,30.12,2.1,33.79,53.24,45.2,43.12,7.293333333333333,33.79,Medium,67.14,33.79
Kerala,1994,Coastal,1,15,1990s,1,0,0,7.16,22023.95,23518.0,5000.0,61.54,57.57,12.24,23.9,66.84,33.72,40.23,44.19,68.25,52.81,66.67,65.01,49.47,74.69,1.78,63.25,72.03,26.11,70.98,54.18,8.05,41.44,36.39,25.18,33.64,29.37,28.6,29.59,2.24,33.49,54.85,46.98,42.51,7.34,34.34,Medium,66.84,33.49
Kerala,1995,Coastal,1,16,1990s,1,0,0,5.64,23266.69,24734.93,5000.0,63.42,56.66,15.33,23.04,65.33,40.14,38.95,51.28,77.37,51.91,64.45,66.72,49.31,76.19,1.49,64.88,70.77,24.18,72.19,53.82,10.23,41.48,37.44,25.94,31.48,25.64,28.74,28.96,1.78,33.0,58.3,43.03,41.7,6.863333333333333,32.81,Medium,65.33,33.0
Kerala,1996,Coastal,1,17,1990s,1,0,0,7.57,25027.78,26188.34,5000.0,60.53,56.55,14.5,23.84,68.38,32.54,38.5,51.35,71.94,54.11,68.34,68.61,50.55,81.6,4.82,66.32,71.75,28.48,74.06,51.97,8.57,37.24,39.59,26.13,32.32,26.69,21.7,30.95,2.2,32.19,54.86,44.92,40.13,6.79,34.19,Medium,68.38,32.19
Kerala,1997,Coastal,1,18,1990s,1,0,0,7.14,26815.14,27987.43,5000.0,62.51,55.25,12.28,23.93,65.89,35.24,40.25,48.13,80.09,51.65,65.55,64.67,56.22,78.76,3.7,66.68,74.41,27.51,70.18,53.29,8.05,42.68,38.11,29.03,30.35,31.07,25.58,30.8,2.25,34.22,55.18,45.77,38.21,6.783333333333334,32.54,Medium,65.89,34.22
Kerala,1998,Coastal,1,19,1990s,1,0,0,8.51,29096.16,30514.62,5000.0,61.44,56.41,13.18,24.44,69.57,34.79,41.3,51.19,77.91,55.9,67.27,65.19,52.02,77.0,7.23,66.34,73.18,28.63,69.9,53.72,8.94,40.97,37.35,21.89,31.99,28.95,24.39,29.72,2.07,32.44,57.88,41.88,45.97,7.739999999999999,36.77,Medium,69.57,32.44
Kerala,1999,Coastal,1,20,1990s,1,0,0,8.59,31595.14,33365.82,5000.0,63.13,59.12,12.11,21.07,66.23,35.71,38.46,49.85,75.6,57.79,66.74,69.85,55.99,81.41,10.71,68.27,69.16,28.61,72.43,53.6,10.54,43.72,40.34,27.57,34.53,23.01,24.8,32.59,2.05,34.38,56.79,41.95,47.9,8.08,36.35,Medium,66.23,34.38
Kerala,2000,Coastal,1,21,2000s,1,1,0,8.98,34431.73,36147.88,5000.0,66.44,58.93,12.99,24.48,71.36,36.96,46.88,56.31,70.77,53.33,64.11,64.54,51.84,77.14,10.52,64.0,74.57,27.51,70.31,54.77,9.53,41.47,39.93,21.52,29.58,28.69,26.78,34.33,2.07,33.24,59.28,53.65,45.29,8.693333333333333,40.21,High,71.36,33.24
Kerala,2001,Coastal,1,22,2000s,1,1,0,8.5,37359.25,39685.32,5000.0,67.64,64.18,12.22,25.98,68.46,36.32,41.29,53.34,72.8,51.75,69.54,70.08,54.45,81.08,14.38,67.17,76.38,28.64,71.12,53.38,10.98,41.16,41.15,23.14,32.64,29.37,25.62,29.29,2.21,33.56,56.83,53.64,47.85,8.69,40.89,High,68.46,33.56
Kerala,2002,Coastal,1,23,2000s,1,1,0,6.99,39971.65,41992.19,5000.0,65.95,62.73,10.11,23.05,64.94,39.82,39.72,58.56,73.97,56.41,67.08,65.62,54.88,77.01,15.32,66.2,70.2,26.85,71.69,51.34,8.82,42.0,38.11,29.38,39.0,26.26,26.91,31.7,2.03,34.94,55.45,54.02,45.06,8.156666666666666,37.87,Medium,64.94,34.94
Kerala,2003,Coastal,1,24,2000s,1,1,0,8.84,43505.26,45664.06,5000.0,64.95,58.62,11.43,24.73,67.78,38.42,38.13,57.43,76.33,53.26,66.85,72.94,52.78,85.2,20.16,68.43,75.05,30.05,76.73,52.51,9.18,40.49,39.26,21.95,35.87,31.39,26.1,29.61,1.93,33.66,60.64,52.39,49.45,8.11,42.61,High,67.78,33.66
Kerala,2004,Coastal,1,25,2000s,1,1,0,7.49,46765.63,49141.27,5000.0,67.57,62.72,12.64,23.43,69.48,34.01,42.71,60.55,73.45,53.89,65.3,67.18,55.53,79.3,20.97,66.18,72.05,29.97,71.91,52.83,10.11,42.36,37.57,22.45,39.92,26.73,25.61,32.22,2.58,34.07,56.75,54.94,44.7,7.773333333333333,37.52,Medium,69.48,34.07
Kerala,2005,Coastal,1,26,2000s,1,1,0,8.2,50602.01,53389.62,5000.0,64.62,60.97,8.52,25.67,71.03,37.59,41.18,57.96,78.76,52.29,67.66,67.6,53.15,76.99,26.53,66.67,74.38,31.79,74.47,52.16,9.21,47.12,42.7,25.34,37.31,26.74,26.66,28.77,1.97,35.96,57.0,54.08,44.21,8.176666666666666,40.27,High,71.03,35.96
Kerala,2006,Coastal,1,27,2000s,1,1,0,8.64,54972.64,58433.53,5000.0,66.05,62.76,10.84,24.66,73.11,37.79,45.23,57.73,77.01,52.13,67.68,71.95,57.32,83.58,22.55,68.84,78.36,27.65,74.46,53.26,11.0,39.34,41.54,22.47,35.95,26.0,22.29,30.39,2.3,32.96,65.37,54.23,49.06,8.11,43.22,High,73.11,32.96
Kerala,2007,Coastal,1,28,2000s,1,1,0,7.98,59361.95,62502.83,5000.0,67.77,61.75,11.01,24.11,71.27,36.8,44.21,56.21,78.55,60.34,71.36,73.13,55.24,82.74,30.43,70.67,79.76,27.83,70.37,55.27,10.02,40.66,36.69,24.29,34.97,32.18,25.76,30.08,2.1,33.55,62.36,55.93,49.33,8.273333333333333,44.08,High,71.27,33.55
Kerala,2008,Coastal,1,29,2000s,1,1,0,7.4,63752.74,66465.62,5000.0,71.51,60.63,9.93,25.41,73.43,33.45,44.21,58.3,81.22,57.68,72.52,73.47,57.85,85.43,31.29,71.9,77.15,32.42,74.8,53.33,10.7,41.93,37.49,27.98,38.38,32.1,22.55,29.09,2.1,34.6,63.11,54.84,48.16,8.006666666666668,43.73,High,73.43,34.6
Kerala,2009,Coastal,1,30,2000s,1,1,0,8.73,69320.66,72878.57,5000.0,70.57,59.3,8.87,25.67,69.81,40.31,45.45,54.95,76.7,50.2,67.43,72.51,54.9,83.91,29.95,68.23,79.12,30.64,73.69,53.59,9.03,39.69,41.14,26.2,40.85,28.65,26.09,26.75,2.03,34.51,61.19,57.95,49.27,8.036666666666667,43.98,High,69.81,34.51
Kerala,2010,Coastal,1,31,2010s,1,1,1,8.19,74999.03,79332.16,5000.0,67.87,62.14,9.75,24.07,71.39,36.78,46.44,53.68,83.52,53.75,66.31,73.76,57.18,85.94,36.88,70.67,82.09,32.66,73.69,54.11,11.54,46.44,43.9,24.78,35.03,38.28,34.03,40.31,2.4,38.7,60.69,57.39,45.33,8.106666666666667,41.43,High,71.39,38.7
Kerala,2011,Coastal,1,32,2010s,1,1,1,7.41,80556.13,85678.43,5000.0,65.25,66.99,9.04,24.28,69.41,36.84,43.19,59.14,79.41,57.85,68.66,67.24,55.82,79.14,38.27,68.45,76.46,32.43,76.96,52.56,11.36,47.13,48.71,24.67,38.05,39.37,36.93,38.52,2.28,40.37,61.95,56.72,44.73,8.110000000000001,39.44,High,69.41,40.37
Kerala,2012,Coastal,1,33,2010s,1,1,1,7.87,86892.35,92264.33,5000.0,71.38,64.65,8.76,25.25,74.08,37.56,42.89,60.17,78.74,54.92,68.53,74.8,50.51,85.11,39.92,69.36,75.5,33.0,75.62,54.41,7.65,50.73,43.72,26.77,41.7,36.25,39.12,39.43,2.08,41.05,64.78,52.49,47.25,7.823333333333333,41.56,High,74.08,41.05
Kerala,2013,Coastal,1,34,2010s,1,1,1,8.33,94128.8,99715.91,5000.0,71.03,63.45,6.59,24.71,72.78,41.25,43.67,61.59,81.22,55.42,69.32,71.79,57.62,87.52,42.86,71.0,81.68,31.45,74.17,52.83,10.61,47.28,46.66,23.54,40.8,39.37,33.67,44.44,2.27,40.51,58.79,54.36,49.38,7.87,42.51,High,72.78,40.51
Kerala,2014,Coastal,1,35,2010s,1,1,1,7.99,101645.01,106529.13,5000.0,73.84,63.18,9.01,25.61,77.21,34.58,44.39,59.04,83.94,54.69,66.21,72.84,57.26,88.19,41.88,71.07,82.06,36.8,74.58,52.15,9.89,48.03,46.33,24.22,44.31,35.77,34.32,42.41,2.0,40.66,62.83,60.28,49.64,8.063333333333334,46.21,High,77.21,40.66
Kerala,2015,Coastal,1,36,2010s,1,1,1,8.13,109909.06,116569.51,5000.0,71.85,63.11,9.06,24.62,77.29,38.12,45.79,57.31,85.76,56.34,70.83,70.77,55.18,87.03,45.82,71.57,78.49,32.64,77.06,52.95,10.18,48.03,41.37,22.46,42.36,36.53,39.91,42.13,2.35,39.81,67.28,53.87,51.32,8.15,44.83,High,77.29,39.81
Kerala,2016,Coastal,1,37,2010s,1,1,1,7.71,118380.89,124450.33,5000.0,78.35,63.02,8.38,27.63,73.52,36.41,46.31,59.08,82.85,55.07,66.62,73.68,58.83,85.65,51.86,70.99,79.23,32.38,75.87,53.6,11.07,46.45,47.94,29.33,42.1,40.5,35.69,42.35,2.53,41.66,65.77,54.01,44.47,7.943333333333334,39.79,High,73.52,41.66
Kerala,2017,Coastal,1,38,2010s,1,1,1,7.95,127787.69,135966.12,5000.0,69.87,63.4,6.9,25.14,71.78,36.38,47.03,57.23,81.16,56.2,71.32,74.5,51.94,88.59,54.15,71.21,78.98,32.86,75.43,52.79,10.52,44.11,42.96,28.48,40.81,40.49,38.51,36.58,2.33,39.64,64.2,53.13,51.23,7.930000000000001,42.65,High,71.78,39.64
Kerala,2018,Coastal,1,39,2010s,1,1,1,7.74,137678.68,145182.56,5000.0,76.73,64.09,5.2,25.7,80.85,39.35,49.74,62.37,83.83,58.27,70.68,70.0,57.68,89.41,52.36,72.1,82.35,35.95,74.85,53.16,9.28,46.36,42.62,23.6,45.99,36.17,38.05,39.19,2.41,39.83,67.46,55.77,51.7,7.800000000000001,46.44,High,80.85,39.83
Kerala,2019,Coastal,1,40,2010s,1,1,1,8.71,149669.64,157870.05,5000.0,79.43,62.17,8.0,27.67,73.42,40.06,46.76,63.2,82.09,54.48,69.82,74.62,57.97,86.65,52.03,71.54,82.91,37.99,77.93,54.43,10.87,48.79,47.06,26.19,43.02,36.41,37.3,40.83,2.34,41.27,65.87,54.92,53.11,8.133333333333335,45.2,High,73.42,41.27
Kerala,2020,Coastal,1,41,2020s,1,1,1,4.86,156944.55,163123.0,5000.0,70.08,63.09,6.8,24.33,77.96,38.36,46.21,62.29,82.01,59.31,70.87,74.09,56.7,91.21,57.38,72.82,83.82,32.57,79.69,54.96,10.4,47.55,46.0,29.98,40.61,39.56,35.98,40.16,2.34,41.17,64.78,54.02,49.53,7.103333333333334,44.43,High,77.96,41.17
Kerala,2021,Coastal,1,42,2020s,1,1,1,7.03,167982.89,176740.73,5000.0,76.02,63.3,4.71,26.91,71.75,38.24,42.83,60.03,81.53,56.92,71.94,73.13,58.21,85.29,61.68,71.72,86.39,39.93,77.85,54.65,8.52,51.01,46.75,24.43,47.09,37.49,36.88,41.15,2.26,42.19,68.08,51.93,50.06,6.866666666666667,42.81,High,71.75,42.19
Kerala,2022,Coastal,1,43,2020s,1,1,1,9.21,183456.17,193193.7,5000.0,72.95,61.64,5.29,26.76,72.84,35.95,50.12,56.73,83.73,57.31,70.54,76.53,60.24,88.15,60.23,73.31,85.86,35.95,81.46,51.01,10.5,51.84,44.49,24.95,45.7,36.88,37.18,39.52,2.32,41.67,68.9,54.96,53.01,7.033333333333334,45.34,High,72.84,41.67
Kerala,2023,Coastal,1,44,2020s,1,1,1,8.56,199163.61,211654.81,5000.0,72.88,63.16,5.94,25.66,74.61,37.31,50.36,51.95,84.56,62.72,71.91,77.15,58.94,87.88,60.51,74.32,84.16,35.29,76.73,53.1,12.04,52.81,45.63,24.47,43.24,38.94,41.37,39.71,2.09,42.34,68.18,56.01,49.7,8.266666666666667,45.23,High,74.61,42.34
Kerala,2024,Coastal,1,45,2020s,1,1,1,8.27,215626.67,230080.36,5000.0,75.38,63.0,7.19,26.58,72.71,34.33,48.86,60.42,85.76,57.48,70.66,73.46,58.2,85.42,65.8,72.4,83.57,37.72,78.59,54.65,11.65,50.12,46.14,25.42,44.13,39.48,41.16,40.88,2.69,42.19,64.19,51.73,54.93,8.680000000000001,44.99,High,72.71,42.19
Kerala,2025,Coastal,1,46,2020s,1,1,1,8.22,233350.86,246243.2,5000.0,75.95,63.04,5.08,25.36,73.76,40.46,48.31,59.79,80.74,57.86,69.31,78.75,58.15,87.93,69.62,72.66,83.36,39.39,77.53,52.02,8.15,47.94,44.08,22.54,48.95,39.33,37.74,42.93,2.38,41.43,65.99,51.96,55.22,8.350000000000001,46.88,High,73.76,41.43
Madhya Pradesh,1980,Landlocked,0,1,1980s,0,0,0,4.95,13500.0,14252.49,5000.0,62.68,36.21,31.59,20.58,44.82,25.85,19.83,37.52,57.85,39.19,15.61,43.57,37.61,59.23,0.29,42.05,54.17,17.11,50.04,51.27,6.65,35.01,5.55,36.55,30.54,1.73,1.45,0.17,1.64,19.15,42.94,25.62,38.1,4.95,11.42,Low,0.0,0.0
Madhya Pradesh,1981,Landlocked,0,2,1980s,0,0,0,5.94,14302.39,15275.14,5000.0,59.29,41.63,32.0,20.18,42.18,21.48,17.0,31.36,50.65,40.48,13.37,40.73,38.86,55.59,2.26,39.63,53.2,13.78,51.93,52.6,5.96,31.96,5.63,36.8,28.1,0.0,1.53,0.17,1.38,17.92,44.02,25.59,36.34,5.445,11.43,Low,0.0,0.0
Madhya Pradesh,1982,Landlocked,0,3,1980s,0,0,0,5.61,15104.31,16245.69,5000.0,59.65,41.19,30.77,21.4,44.82,20.31,22.25,35.74,55.4,42.15,11.26,40.19,38.31,56.41,0.0,40.29,52.4,15.0,49.47,50.45,6.98,40.84,5.29,34.75,28.47,0.66,0.85,0.48,1.52,19.8,43.17,24.03,36.65,5.5,10.33,Low,0.0,0.0
Madhya Pradesh,1983,Landlocked,0,4,1980s,0,0,0,6.0,16010.34,16987.83,5000.0,60.22,40.05,29.73,21.65,39.25,21.49,16.86,31.37,53.98,40.28,8.0,44.34,39.68,58.51,0.0,40.49,54.51,15.26,49.73,53.51,8.59,34.91,4.36,35.06,27.69,1.88,0.0,0.23,1.61,18.2,39.61,25.36,36.45,5.8500000000000005,9.81,Low,0.0,0.0
Madhya Pradesh,1984,Landlocked,0,5,1980s,0,0,0,6.14,16993.86,18008.46,5000.0,57.2,41.69,29.23,22.63,45.29,17.9,20.87,29.34,61.43,38.54,13.04,44.9,37.44,57.43,4.17,42.06,57.69,19.34,51.44,53.65,6.01,35.83,3.64,35.33,27.98,1.35,0.9,0.64,1.75,18.42,40.52,28.51,40.03,5.916666666666667,15.35,Low,0.0,0.0
Madhya Pradesh,1985,Landlocked,0,6,1980s,0,0,0,5.01,17845.65,18812.37,5000.0,59.08,41.46,27.59,22.47,42.9,23.25,22.93,30.66,59.4,42.14,11.7,44.98,39.98,62.76,1.2,43.23,56.51,16.8,55.23,52.86,6.25,39.33,4.83,37.43,28.22,0.84,1.69,0.16,1.61,19.77,41.51,25.02,35.45,5.716666666666666,12.74,Low,0.0,0.0
Madhya Pradesh,1986,Landlocked,0,7,1980s,0,0,0,5.54,18834.69,19955.54,5000.0,64.24,44.0,28.02,22.13,44.04,26.33,22.53,34.41,56.9,41.75,10.29,46.06,41.96,59.75,1.26,42.5,56.18,13.66,52.04,53.66,5.77,34.09,3.8,36.69,34.48,2.11,0.0,0.93,1.38,19.17,40.24,26.08,38.05,5.5633333333333335,13.9,Low,0.0,0.0
Madhya Pradesh,1987,Landlocked,0,8,1980s,0,0,0,6.19,20000.64,21263.24,5000.0,60.56,42.24,29.89,23.54,40.0,23.42,19.18,33.55,54.62,40.13,10.65,42.7,35.79,60.35,0.14,40.44,55.76,19.47,50.61,55.0,7.9,32.5,4.77,34.36,25.2,0.0,1.26,1.51,1.56,17.25,42.45,26.96,40.35,5.580000000000001,12.39,Low,0.0,0.0
Madhya Pradesh,1988,Landlocked,0,9,1980s,0,0,0,5.64,21128.66,22688.57,5000.0,55.2,37.81,30.75,22.21,43.5,19.89,20.03,32.94,56.32,39.43,10.36,44.58,41.95,61.55,2.22,42.11,55.76,13.41,51.62,52.26,6.63,42.97,5.38,40.63,32.65,0.5,1.01,1.39,2.04,21.82,41.05,27.51,34.49,5.79,10.54,Low,0.0,0.0
Madhya Pradesh,1989,Landlocked,0,10,1980s,0,0,0,4.9,22163.34,23363.41,5000.0,61.72,40.56,29.04,22.9,43.54,23.92,21.41,36.17,58.31,38.14,10.54,46.08,41.33,61.8,0.0,42.53,58.52,17.7,54.76,53.7,5.96,36.86,6.0,34.02,32.81,0.94,1.06,0.17,1.57,19.51,44.82,25.13,35.04,5.576666666666667,12.94,Low,0.0,0.0
Madhya Pradesh,1990,Landlocked,0,11,1990s,0,0,0,6.54,23612.85,24670.63,5000.0,63.79,39.41,27.79,23.28,44.54,22.88,22.36,33.95,55.83,40.25,16.52,48.75,44.69,60.95,0.83,44.33,55.78,17.34,57.14,52.67,8.2,33.91,3.63,34.48,32.36,1.74,1.07,0.29,1.43,18.48,42.36,25.17,36.28,5.6933333333333325,13.91,Low,0.0,0.0
Madhya Pradesh,1991,Landlocked,0,12,1990s,1,0,0,7.71,25433.8,26713.33,5000.0,67.25,41.5,26.81,23.55,51.16,31.97,23.21,42.4,51.75,39.65,10.99,50.0,39.75,64.08,2.07,42.46,57.16,18.03,56.25,52.37,6.4,34.83,4.37,35.07,31.41,0.23,0.97,0.08,1.37,18.58,41.52,38.84,40.3,6.383333333333333,21.33,Low,0.0,0.0
Madhya Pradesh,1992,Landlocked,0,13,1990s,1,0,0,5.93,26941.9,28556.31,5000.0,69.25,40.48,29.33,21.93,46.24,28.34,22.32,41.13,59.31,38.77,10.98,45.62,40.47,62.41,0.0,42.75,59.87,22.66,52.99,52.78,6.84,35.28,5.35,33.72,37.13,1.28,0.43,0.21,1.42,19.56,46.55,36.46,37.43,6.726666666666667,18.52,Low,0.0,0.0
Madhya Pradesh,1993,Landlocked,0,14,1990s,1,0,0,6.56,28709.45,30518.25,5000.0,62.39,39.79,26.83,22.81,47.04,31.29,24.49,39.48,58.39,35.91,12.14,50.18,40.13,61.8,5.56,43.06,63.42,20.32,56.61,50.63,5.49,35.46,4.44,34.18,28.86,1.31,1.13,1.3,1.38,18.51,42.46,33.64,38.54,6.733333333333333,20.8,Low,0.0,0.0
Madhya Pradesh,1994,Landlocked,0,15,1990s,1,0,0,5.72,30352.5,32652.09,5000.0,70.03,42.19,27.39,21.43,49.33,26.05,24.26,41.49,62.18,38.94,13.32,49.55,41.91,61.99,0.0,44.58,60.92,19.75,53.53,54.22,6.24,33.76,2.75,32.9,39.23,1.58,0.91,0.41,1.38,19.0,46.93,38.02,40.63,6.069999999999999,21.12,Low,0.0,0.0
Madhya Pradesh,1995,Landlocked,0,16,1990s,1,0,0,4.67,31770.61,33531.08,5000.0,66.23,45.07,26.02,24.47,48.27,30.31,26.36,37.07,59.11,42.76,14.1,47.65,45.09,61.58,3.92,44.81,63.1,23.18,51.82,52.26,7.77,32.65,3.07,34.18,35.32,2.27,0.69,0.2,1.45,18.47,45.94,39.88,39.48,5.6499999999999995,19.86,Low,0.0,0.0
Madhya Pradesh,1996,Landlocked,0,17,1990s,1,0,0,6.91,33967.49,35956.39,5000.0,68.66,43.34,26.15,24.68,46.74,29.73,23.59,38.58,59.2,41.38,10.77,49.37,39.16,64.94,5.55,43.93,60.55,18.93,55.08,52.3,6.87,36.1,6.39,37.49,35.12,1.57,0.56,0.52,1.52,20.27,46.93,41.87,41.79,5.766666666666667,20.6,Low,0.0,0.0
Madhya Pradesh,1997,Landlocked,0,18,1990s,1,0,0,8.03,36693.69,38613.69,5000.0,66.45,41.13,28.92,25.63,48.98,29.53,24.76,41.06,58.69,38.9,13.98,50.52,43.08,65.75,4.06,45.03,63.54,21.14,54.74,53.08,4.53,36.04,5.37,35.84,38.95,0.79,1.09,0.9,1.89,20.36,46.09,36.91,42.24,6.536666666666666,22.14,Low,0.0,0.0
Madhya Pradesh,1998,Landlocked,0,19,1990s,1,0,0,7.03,39274.33,41592.68,5000.0,67.72,45.57,27.63,23.75,48.22,30.2,24.68,41.95,60.7,41.25,14.56,51.53,42.68,63.83,6.04,45.64,63.9,19.33,51.81,55.11,6.79,37.61,3.6,36.64,36.95,0.0,1.65,0.58,1.5,20.18,45.44,34.97,42.09,7.323333333333333,22.21,Low,0.0,0.0
Madhya Pradesh,1999,Landlocked,0,20,1990s,1,0,0,6.13,41682.25,44337.26,5000.0,69.44,41.05,24.94,22.71,49.41,30.58,24.84,38.81,57.47,46.59,18.03,50.29,40.86,68.9,5.31,46.73,61.77,20.71,54.01,52.96,5.42,36.43,4.71,33.92,36.15,0.82,1.29,0.43,1.64,19.65,47.77,40.14,44.03,7.063333333333333,24.66,Low,0.0,0.0
Madhya Pradesh,2000,Landlocked,0,21,2000s,1,1,0,7.36,44748.38,47566.88,5000.0,71.29,46.25,21.34,23.62,50.59,25.3,26.87,45.9,61.49,41.99,11.51,47.95,40.76,68.56,9.7,45.14,61.85,20.71,59.06,55.06,8.96,37.38,4.97,32.73,36.89,0.45,0.0,1.03,1.43,19.76,49.39,50.76,42.72,6.84,26.19,Low,0.0,0.0
Madhya Pradesh,2001,Landlocked,0,22,2000s,1,1,0,6.03,47446.3,50154.69,5000.0,71.97,46.97,25.75,23.22,48.51,31.58,24.86,45.71,56.58,39.56,16.11,49.29,42.06,69.73,9.56,45.38,61.88,21.31,60.24,55.69,8.53,37.97,4.1,39.05,38.4,1.68,0.74,0.37,1.85,21.0,48.48,51.9,42.48,6.506666666666667,24.71,Low,0.0,0.0
Madhya Pradesh,2002,Landlocked,0,23,2000s,1,1,0,5.71,50154.16,52893.55,5000.0,67.11,45.94,23.37,25.58,49.63,30.99,25.24,46.21,65.65,40.12,14.56,51.51,42.79,64.68,15.34,46.52,65.26,21.81,58.75,53.75,6.5,34.69,5.82,35.78,37.23,0.31,0.49,0.28,1.39,19.7,44.32,51.28,44.26,6.366666666666667,27.98,Medium,0.0,0.0
Madhya Pradesh,2003,Landlocked,0,24,2000s,1,1,0,6.51,53419.67,56515.42,5000.0,64.49,46.78,24.25,23.75,55.5,29.92,23.25,45.77,64.83,38.96,12.85,54.49,43.55,68.11,19.66,47.11,64.71,22.12,57.1,51.94,9.04,37.55,5.8,37.59,38.02,0.24,0.77,0.06,1.63,20.75,50.46,48.66,42.98,6.083333333333333,25.99,Low,0.0,0.0
Madhya Pradesh,2004,Landlocked,0,25,2000s,1,1,0,6.55,56918.3,60334.85,5000.0,65.6,43.47,25.21,25.59,52.34,29.61,22.82,48.92,62.52,42.95,17.64,49.56,46.53,68.23,13.53,47.72,64.31,24.97,57.27,51.53,7.62,34.69,5.17,36.71,37.22,0.44,1.25,0.07,1.35,19.78,46.24,49.7,43.65,6.256666666666667,27.39,Low,0.0,0.0
Madhya Pradesh,2005,Landlocked,0,26,2000s,1,1,0,8.36,61677.07,66041.05,5000.0,72.58,45.85,21.31,25.08,51.38,29.56,26.62,49.78,55.88,41.81,18.66,53.26,44.77,70.96,19.03,47.37,66.7,24.97,59.41,52.91,7.95,35.22,4.69,32.82,38.24,0.77,0.23,0.25,1.45,19.38,49.8,50.9,42.46,7.14,28.76,Medium,0.0,0.0
